Patch1,Patch2,Patch3,Patch4,Patch5,Patch6,Patch7,Patch8,Patch9,Patch10,Patch11,Patch12,Patch13,Patch14,Patch15,Patch16,Patch17,Patch18,Patch19,Patch20,Patch21,Patch22,Patch23,Patch24
6.654342999999999897e+00,2.848366000000000042e+01,4.080208999999999975e+01,8.221161000000000385e+00,5.006560999999999950e+01,5.033652000000000015e+01,5.411501999999999590e+00,4.349963999999999942e+01,1.558482000000000056e+01,1.159406000000000070e+01,1.273906999999999989e+01,8.542436000000000362e+00,3.362713999999999714e+01,1.017524000000000051e+01,4.846521000000000079e+00,9.562023999999999191e+00,2.823126999999999853e+01,4.982401999999999731e+01,9.831895000000000095e+01,6.640372999999999593e+01,4.107686000000000348e+01,2.366472999999999871e+01,1.073115999999999914e+01,3.632623999999999853e+00
6.653870999999999647e+00,2.854298999999999964e+01,4.063911999999999836e+01,8.241491999999999152e+00,4.981094000000000221e+01,5.067631999999999692e+01,5.440818000000000154e+00,4.302161000000000257e+01,1.549233000000000082e+01,1.137618999999999936e+01,1.301262000000000008e+01,8.599057999999999424e+00,3.298440999999999690e+01,1.048621999999999943e+01,4.847405000000000186e+00,9.816048999999999580e+00,2.787974000000000174e+01,5.029666000000000281e+01,9.835070000000000334e+01,6.640997000000000128e+01,4.105566999999999922e+01,2.364697999999999922e+01,1.071832000000000029e+01,3.628972999999999782e+00
6.643944000000000294e+00,2.861430000000000007e+01,4.042132999999999754e+01,8.238476000000000354e+00,4.953533999999999793e+01,5.098671999999999827e+01,5.447185000000000166e+00,4.249736000000000047e+01,1.543702000000000041e+01,1.119214999999999982e+01,1.323850999999999978e+01,8.597302000000000888e+00,3.230093000000000103e+01,1.074394999999999989e+01,4.825122000000000355e+00,9.999119999999999564e+00,2.753953999999999880e+01,5.070962000000000103e+01,9.828834999999999411e+01,6.638548000000000116e+01,4.100616999999999734e+01,2.362096000000000018e+01,1.070414000000000065e+01,3.625013000000000041e+00
6.641480999999999746e+00,2.866979999999999862e+01,4.023617999999999739e+01,8.237270000000000536e+00,4.921018999999999721e+01,5.123722000000000065e+01,5.469700999999999702e+00,4.194971999999999923e+01,1.535563999999999929e+01,1.099475999999999942e+01,1.356601999999999997e+01,8.613913999999999405e+00,3.159011999999999887e+01,1.101872999999999969e+01,4.804678000000000004e+00,1.024869999999999948e+01,2.717007999999999868e+01,5.107133999999999929e+01,9.833364000000000260e+01,6.631817999999999813e+01,4.095826999999999884e+01,2.359423999999999921e+01,1.068050999999999995e+01,3.619296999999999986e+00
6.632381999999999778e+00,2.876698000000000022e+01,4.002924999999999756e+01,8.257222999999999757e+00,4.887673000000000201e+01,5.148254000000000019e+01,5.498973000000000333e+00,4.138143000000000171e+01,1.527710000000000079e+01,1.079709000000000074e+01,1.384270000000000067e+01,8.646617000000000886e+00,3.082630999999999943e+01,1.131798999999999999e+01,4.818245000000000111e+00,1.049428999999999945e+01,2.680011999999999972e+01,5.138400000000000034e+01,9.835828999999999667e+01,6.630335999999999785e+01,4.091832000000000136e+01,2.356899999999999906e+01,1.065877000000000052e+01,3.615388999999999964e+00
6.625668000000000113e+00,2.883361999999999981e+01,3.980114999999999981e+01,8.259218000000000615e+00,4.855541999999999803e+01,5.171992000000000189e+01,5.503284999999999982e+00,4.078406999999999982e+01,1.519793999999999912e+01,1.060978000000000065e+01,1.420445999999999920e+01,8.659402000000000044e+00,3.004436000000000107e+01,1.162325000000000053e+01,4.820973000000000397e+00,1.073896000000000051e+01,2.642799000000000120e+01,5.170333000000000112e+01,9.836908999999999992e+01,6.628194000000000585e+01,4.088289000000000328e+01,2.353844000000000136e+01,1.064014000000000060e+01,3.611273999999999873e+00
6.614595999999999698e+00,2.894666000000000139e+01,3.960488999999999749e+01,8.281401000000000678e+00,4.824016999999999911e+01,5.192746999999999957e+01,5.528325999999999851e+00,4.020853000000000321e+01,1.512246000000000024e+01,1.043627000000000038e+01,1.451768000000000036e+01,8.683771000000000129e+00,2.926614999999999966e+01,1.197283999999999970e+01,4.809940000000000104e+00,1.105908999999999942e+01,2.605846000000000018e+01,5.201167000000000229e+01,9.841231999999999402e+01,6.621962999999999511e+01,4.088134000000000157e+01,2.350778999999999996e+01,1.063491999999999926e+01,3.607149999999999856e+00
6.613322000000000145e+00,2.905154999999999887e+01,3.939742999999999995e+01,8.282507999999999981e+00,4.792034999999999911e+01,5.215523999999999916e+01,5.529716999999999771e+00,3.962418000000000262e+01,1.504325000000000045e+01,1.027778999999999954e+01,1.488311000000000028e+01,8.700459000000000387e+00,2.846708999999999889e+01,1.232376000000000005e+01,4.776506000000000363e+00,1.133988000000000085e+01,2.570195000000000007e+01,5.227946000000000026e+01,9.841649999999999920e+01,6.624809000000000481e+01,4.088889000000000351e+01,2.351304000000000016e+01,1.062072000000000038e+01,3.605532000000000181e+00
6.602386000000000088e+00,2.914667999999999992e+01,3.913638999999999868e+01,8.284969999999999501e+00,4.752660000000000196e+01,5.232142000000000337e+01,5.553517000000000259e+00,3.894492999999999938e+01,1.494993999999999978e+01,1.009402000000000044e+01,1.523377999999999943e+01,8.736254999999999882e+00,2.760973999999999862e+01,1.266724999999999923e+01,4.780950999999999951e+00,1.161064999999999969e+01,2.530769000000000091e+01,5.248234000000000066e+01,9.836992999999999654e+01,6.615460000000000207e+01,4.079402000000000328e+01,2.346120000000000161e+01,1.060565000000000069e+01,3.599286000000000207e+00
6.592435000000000045e+00,2.933603000000000094e+01,3.896202000000000254e+01,8.300164000000000541e+00,4.717528000000000077e+01,5.256159000000000248e+01,5.556420000000000137e+00,3.828900999999999755e+01,1.489112000000000080e+01,9.930253000000000441e+00,1.561935000000000073e+01,8.765268000000000725e+00,2.676776999999999873e+01,1.304922999999999966e+01,4.767688999999999844e+00,1.193723999999999918e+01,2.495329999999999870e+01,5.269205000000000183e+01,9.840789999999999793e+01,6.616710000000000491e+01,4.079426999999999737e+01,2.346163999999999916e+01,1.060326000000000057e+01,3.597331000000000056e+00
6.591096000000000288e+00,2.951211999999999946e+01,3.875430999999999671e+01,8.300629000000000701e+00,4.683679999999999666e+01,5.280239999999999867e+01,5.578668000000000404e+00,3.762995999999999697e+01,1.481054999999999922e+01,9.774725000000000108e+00,1.605859999999999843e+01,8.803345999999999449e+00,2.591154999999999831e+01,1.346052000000000071e+01,4.761453000000000380e+00,1.230672000000000033e+01,2.459723999999999933e+01,5.290990000000000038e+01,9.840957000000000221e+01,6.614584999999999582e+01,4.077768999999999977e+01,2.345522000000000062e+01,1.059369000000000050e+01,3.596331999999999862e+00
6.582164999999999822e+00,2.967439999999999856e+01,3.852532999999999674e+01,8.304496999999999574e+00,4.642137999999999920e+01,5.297999999999999687e+01,5.581654000000000337e+00,3.691633999999999816e+01,1.474923000000000073e+01,9.611986999999999171e+00,1.648013999999999868e+01,8.823914999999999509e+00,2.501752000000000109e+01,1.384764000000000017e+01,4.730983000000000160e+00,1.261534999999999940e+01,2.419841999999999871e+01,5.308512000000000342e+01,9.837348000000000070e+01,6.612351999999999919e+01,4.077018000000000342e+01,2.343516999999999939e+01,1.058000999999999969e+01,3.592220999999999886e+00
6.567300000000000360e+00,2.984466000000000108e+01,3.826984000000000208e+01,8.324113000000000540e+00,4.605787999999999727e+01,5.319794999999999874e+01,5.602292000000000272e+00,3.621164000000000271e+01,1.465619000000000050e+01,9.434573000000000320e+00,1.690604000000000084e+01,8.862348000000000781e+00,2.411843000000000004e+01,1.429350999999999949e+01,4.725241999999999720e+00,1.299610999999999983e+01,2.383999999999999986e+01,5.324568000000000012e+01,9.840609000000000606e+01,6.611270000000000380e+01,4.077931000000000239e+01,2.342886999999999986e+01,1.058173000000000030e+01,3.589288999999999952e+00
6.549813000000000329e+00,3.003271000000000157e+01,3.806533999999999907e+01,8.317797999999999803e+00,4.563584000000000174e+01,5.342846999999999724e+01,5.619036000000000364e+00,3.549112999999999829e+01,1.454743999999999993e+01,9.275270000000000792e+00,1.739592999999999989e+01,8.879388999999999754e+00,2.324219000000000079e+01,1.473351000000000077e+01,4.703973000000000404e+00,1.339140000000000086e+01,2.346575999999999951e+01,5.337418999999999869e+01,9.839146999999999821e+01,6.613524999999999920e+01,4.076883999999999730e+01,2.345004000000000133e+01,1.057952000000000048e+01,3.588379999999999903e+00
6.528383999999999965e+00,3.020707000000000164e+01,3.781096000000000146e+01,8.313847000000000875e+00,4.520002999999999815e+01,5.357092999999999705e+01,5.623063000000000144e+00,3.475489000000000317e+01,1.446718000000000082e+01,9.124349000000000487e+00,1.787575999999999965e+01,8.923616000000000881e+00,2.237956000000000145e+01,1.516480999999999923e+01,4.693266999999999634e+00,1.377482999999999969e+01,2.309269000000000105e+01,5.350048999999999921e+01,9.836878000000000100e+01,6.609945000000000448e+01,4.077897999999999712e+01,2.345048999999999850e+01,1.057982999999999940e+01,3.585716000000000125e+00
6.505872000000000099e+00,3.038128000000000029e+01,3.755608999999999753e+01,8.326755000000000351e+00,4.474405999999999750e+01,5.374217999999999762e+01,5.622784000000000226e+00,3.400988999999999862e+01,1.436485000000000056e+01,8.964705000000000368e+00,1.839337000000000089e+01,8.966608000000000800e+00,2.153378000000000014e+01,1.562448000000000015e+01,4.674862000000000073e+00,1.423570999999999920e+01,2.275773999999999830e+01,5.361614000000000146e+01,9.831310999999999467e+01,6.611960999999999444e+01,4.081907000000000352e+01,2.347446000000000055e+01,1.059272999999999954e+01,3.585846999999999785e+00
6.496667999999999665e+00,3.060798000000000130e+01,3.735421999999999798e+01,8.346249999999999503e+00,4.436948999999999899e+01,5.397946000000000311e+01,5.658851000000000298e+00,3.335222999999999871e+01,1.430161000000000016e+01,8.827636999999999290e+00,1.889799999999999969e+01,9.021214999999999762e+00,2.071805000000000163e+01,1.614658999999999978e+01,4.650072999999999901e+00,1.464371000000000045e+01,2.247561999999999927e+01,5.371726000000000312e+01,9.840766999999999598e+01,6.618550999999999362e+01,4.085023999999999944e+01,2.352169999999999916e+01,1.060467000000000048e+01,3.586243000000000070e+00
6.470100000000000406e+00,3.084842000000000084e+01,3.710837000000000074e+01,8.335807000000000855e+00,4.389048999999999978e+01,5.405456999999999823e+01,5.647718000000000238e+00,3.260383000000000209e+01,1.419670999999999950e+01,8.683244999999999436e+00,1.942986000000000146e+01,9.034729999999999706e+00,1.990918999999999883e+01,1.662303999999999959e+01,4.651955000000000062e+00,1.505755000000000088e+01,2.210311000000000092e+01,5.369295999999999935e+01,9.833768999999999494e+01,6.610896999999999935e+01,4.081009999999999849e+01,2.349825999999999837e+01,1.060022000000000020e+01,3.585354999999999848e+00
6.469527000000000250e+00,3.111195999999999984e+01,3.690198999999999785e+01,8.366129000000000815e+00,4.342622999999999678e+01,5.416165000000000163e+01,5.678594000000000364e+00,3.192314000000000007e+01,1.411935000000000073e+01,8.550350999999999146e+00,2.001479000000000141e+01,9.093144999999999811e+00,1.912764999999999915e+01,1.714487000000000094e+01,4.635755999999999766e+00,1.551984000000000030e+01,2.177535999999999916e+01,5.364495000000000147e+01,9.842046999999999457e+01,6.618076000000000647e+01,4.082938000000000045e+01,2.352756000000000114e+01,1.060875000000000057e+01,3.583380000000000010e+00
6.469286000000000314e+00,3.143462999999999852e+01,3.670683999999999969e+01,8.392042999999999253e+00,4.295217000000000240e+01,5.426442000000000121e+01,5.712280999999999942e+00,3.125799999999999912e+01,1.407232999999999912e+01,8.409371999999999403e+00,2.066092000000000084e+01,9.161711999999999634e+00,1.835241999999999862e+01,1.771355000000000146e+01,4.617930999999999564e+00,1.603958000000000084e+01,2.143343000000000131e+01,5.356457000000000335e+01,9.849098999999999648e+01,6.624585999999999331e+01,4.082728999999999786e+01,2.351632000000000033e+01,1.060407000000000011e+01,3.581735999999999809e+00
6.473410000000000331e+00,3.172022000000000119e+01,3.649846999999999753e+01,8.412893000000000399e+00,4.244521999999999906e+01,5.433673999999999893e+01,5.780440999999999718e+00,3.059951999999999828e+01,1.400709999999999944e+01,8.282432999999999268e+00,2.131522999999999968e+01,9.197483999999999327e+00,1.760789000000000115e+01,1.828541999999999845e+01,4.614676000000000222e+00,1.655358000000000018e+01,2.109149000000000029e+01,5.336608999999999980e+01,9.842252000000000578e+01,6.615058000000000504e+01,4.079471999999999809e+01,2.348094999999999999e+01,1.059487000000000023e+01,3.578459000000000056e+00
6.480236999999999803e+00,3.205839999999999890e+01,3.632679999999999865e+01,8.448589000000000127e+00,4.199947000000000230e+01,5.435777999999999821e+01,5.798795000000000144e+00,2.995961000000000141e+01,1.394167000000000023e+01,8.165055000000000618e+00,2.195511000000000124e+01,9.266087999999999880e+00,1.689685000000000059e+01,1.892974999999999852e+01,4.627996000000000443e+00,1.704813000000000045e+01,2.077826999999999913e+01,5.315015999999999963e+01,9.849311000000000149e+01,6.619835999999999387e+01,4.078920000000000101e+01,2.348781999999999925e+01,1.058179999999999943e+01,3.576867000000000019e+00
6.484383000000000230e+00,3.236934999999999718e+01,3.613468999999999909e+01,8.484078999999999482e+00,4.149873000000000189e+01,5.439542999999999751e+01,5.819746000000000308e+00,2.934385999999999939e+01,1.387819999999999965e+01,8.050850000000000506e+00,2.265616999999999948e+01,9.324256000000000100e+00,1.620550000000000068e+01,1.954175000000000040e+01,4.615433000000000341e+00,1.761213000000000051e+01,2.045878000000000085e+01,5.289061999999999841e+01,9.847932000000000130e+01,6.613640999999999792e+01,4.075160999999999945e+01,2.346477000000000146e+01,1.056410999999999945e+01,3.571616999999999820e+00
6.486670000000000158e+00,3.269516000000000133e+01,3.589706000000000330e+01,8.528214999999999435e+00,4.095924999999999727e+01,5.434506999999999977e+01,5.849597000000000158e+00,2.869078999999999979e+01,1.380987000000000009e+01,7.927857999999999628e+00,2.335604999999999976e+01,9.382441999999999283e+00,1.553387000000000029e+01,2.017068000000000083e+01,4.628290999999999933e+00,1.821580000000000155e+01,2.012536000000000058e+01,5.252447999999999695e+01,9.835670000000000357e+01,6.605319000000000074e+01,4.067412000000000205e+01,2.341757000000000133e+01,1.054710000000000036e+01,3.563690999999999942e+00
6.501574999999999882e+00,3.306768999999999892e+01,3.572700999999999993e+01,8.589451000000000391e+00,4.049463999999999686e+01,5.437881000000000142e+01,5.928136000000000294e+00,2.810199000000000069e+01,1.377848000000000006e+01,7.826083999999999818e+00,2.414058999999999955e+01,9.428421999999999414e+00,1.489545000000000030e+01,2.090234999999999843e+01,4.617835000000000356e+00,1.882561000000000107e+01,1.986680000000000135e+01,5.220933999999999742e+01,9.843936999999999671e+01,6.610214000000000567e+01,4.069870000000000232e+01,2.341278000000000148e+01,1.053509000000000029e+01,3.561601000000000017e+00
6.514243999999999701e+00,3.337512000000000256e+01,3.550507999999999953e+01,8.628365000000000506e+00,3.999240000000000350e+01,5.436395000000000266e+01,5.990591000000000221e+00,2.749940000000000140e+01,1.369801999999999964e+01,7.727267000000000330e+00,2.495465000000000089e+01,9.505454999999999544e+00,1.428251999999999988e+01,2.162567999999999913e+01,4.597932000000000130e+00,1.953839999999999932e+01,1.957873999999999981e+01,5.181253000000000242e+01,9.843420000000000414e+01,6.608071999999999946e+01,4.064992999999999768e+01,2.336818999999999846e+01,1.051792000000000016e+01,3.556543000000000010e+00
6.522935999999999623e+00,3.367656000000000205e+01,3.525612000000000279e+01,8.668219999999999814e+00,3.946359999999999957e+01,5.427087999999999823e+01,6.006759999999999877e+00,2.691589000000000098e+01,1.362243999999999922e+01,7.618516999999999761e+00,2.576142000000000110e+01,9.573446000000000566e+00,1.370419000000000054e+01,2.233070000000000022e+01,4.608713999999999977e+00,2.015822000000000003e+01,1.926968000000000103e+01,5.137736000000000303e+01,9.836638999999999555e+01,6.597709999999999297e+01,4.058203999999999922e+01,2.331366999999999834e+01,1.049184999999999945e+01,3.547250000000000014e+00
6.541427999999999798e+00,3.399349999999999739e+01,3.500280999999999665e+01,8.739171999999999940e+00,3.899123000000000161e+01,5.429388999999999754e+01,6.077047999999999561e+00,2.634150999999999954e+01,1.356410999999999945e+01,7.517312000000000438e+00,2.665431999999999846e+01,9.644035999999999831e+00,1.312496999999999936e+01,2.310972999999999900e+01,4.613305999999999685e+00,2.086920999999999893e+01,1.899564000000000163e+01,5.095850000000000080e+01,9.837174000000000262e+01,6.595502999999999361e+01,4.055398000000000280e+01,2.329420999999999964e+01,1.048021999999999920e+01,3.542508000000000212e+00
6.557347000000000037e+00,3.431376999999999811e+01,3.477219000000000193e+01,8.814346999999999710e+00,3.851456000000000301e+01,5.434736000000000189e+01,6.147272000000000070e+00,2.578368000000000038e+01,1.349549000000000021e+01,7.421666000000000096e+00,2.762942999999999927e+01,9.744585999999999970e+00,1.257127000000000017e+01,2.392787999999999826e+01,4.606856999999999758e+00,2.162772000000000006e+01,1.876438999999999879e+01,5.050995999999999952e+01,9.834028999999999598e+01,6.593049999999999500e+01,4.052962999999999738e+01,2.328005999999999887e+01,1.047153999999999918e+01,3.536245999999999778e+00
6.577704999999999913e+00,3.463387999999999778e+01,3.450394000000000005e+01,8.884698999999999458e+00,3.803719000000000250e+01,5.434037000000000006e+01,6.223709999999999631e+00,2.522372000000000014e+01,1.344275999999999982e+01,7.332413999999999987e+00,2.857411000000000101e+01,9.849560999999999567e+00,1.204485999999999990e+01,2.477292999999999878e+01,4.599922000000000288e+00,2.243328999999999951e+01,1.849313000000000073e+01,5.000804000000000116e+01,9.834959000000000628e+01,6.587985999999999365e+01,4.046793000000000262e+01,2.323907000000000167e+01,1.045054999999999978e+01,3.532245000000000079e+00
6.607645999999999908e+00,3.491147000000000133e+01,3.423407000000000266e+01,8.991784000000000887e+00,3.758283000000000129e+01,5.438631999999999778e+01,6.314888999999999974e+00,2.470489999999999853e+01,1.336384999999999934e+01,7.254694999999999894e+00,2.962978000000000023e+01,9.982058999999999571e+00,1.153588000000000058e+01,2.565324999999999989e+01,4.599933000000000050e+00,2.323406999999999911e+01,1.824211999999999989e+01,4.950636999999999688e+01,9.833669000000000437e+01,6.587793999999999528e+01,4.044868999999999915e+01,2.321865000000000023e+01,1.043829999999999991e+01,3.524732000000000198e+00
6.640907999999999589e+00,3.518175000000000097e+01,3.397612000000000165e+01,9.094832000000000249e+00,3.712353000000000236e+01,5.446388000000000318e+01,6.428997999999999990e+00,2.419802999999999926e+01,1.330800999999999945e+01,7.174042000000000030e+00,3.076556000000000068e+01,1.016211000000000020e+01,1.107338999999999984e+01,2.654347999999999885e+01,4.618695999999999913e+00,2.414497000000000071e+01,1.805029000000000039e+01,4.898443999999999932e+01,9.832621000000000322e+01,6.584187000000000012e+01,4.041400999999999755e+01,2.319188000000000116e+01,1.042725000000000080e+01,3.520694000000000212e+00
6.670551999999999815e+00,3.541908000000000101e+01,3.368312000000000239e+01,9.227790000000000603e+00,3.668072999999999695e+01,5.453202000000000282e+01,6.539884999999999948e+00,2.366579000000000121e+01,1.324268000000000001e+01,7.094294999999999796e+00,3.188065999999999889e+01,1.032199999999999918e+01,1.061725999999999992e+01,2.744404000000000110e+01,4.621116999999999919e+00,2.507121000000000066e+01,1.780393000000000114e+01,4.843200000000000216e+01,9.835809999999999320e+01,6.579824000000000694e+01,4.037635000000000218e+01,2.317201000000000022e+01,1.041436999999999991e+01,3.515068999999999999e+00
6.710401000000000060e+00,3.562514999999999787e+01,3.337317999999999785e+01,9.354767000000000721e+00,3.627192999999999756e+01,5.465303999999999718e+01,6.678499000000000407e+00,2.318928999999999974e+01,1.317566000000000059e+01,7.036476000000000397e+00,3.303938000000000130e+01,1.049888999999999939e+01,1.019632000000000005e+01,2.832387999999999906e+01,4.603420999999999985e+00,2.604236999999999824e+01,1.760201999999999956e+01,4.788705999999999818e+01,9.830481000000000336e+01,6.578862999999999772e+01,4.035005000000000308e+01,2.314496000000000109e+01,1.040737999999999985e+01,3.511353999999999864e+00
6.751437000000000133e+00,3.583491999999999678e+01,3.307735999999999876e+01,9.539208000000000354e+00,3.586580000000000013e+01,5.480626999999999782e+01,6.834506000000000192e+00,2.271903000000000006e+01,1.310917000000000066e+01,6.974128999999999579e+00,3.420776999999999646e+01,1.074329000000000001e+01,9.809393999999999281e+00,2.922562999999999889e+01,4.609506999999999799e+00,2.702319999999999922e+01,1.740561999999999898e+01,4.735788999999999760e+01,9.828960999999999615e+01,6.575732000000000710e+01,4.033912000000000120e+01,2.313522000000000034e+01,1.039255999999999958e+01,3.504769000000000023e+00
6.803617000000000026e+00,3.600455999999999790e+01,3.278217999999999677e+01,9.716817000000000704e+00,3.549925999999999959e+01,5.502349000000000245e+01,7.014495000000000147e+00,2.227956000000000003e+01,1.304656999999999911e+01,6.914172999999999902e+00,3.544959999999999667e+01,1.100289000000000073e+01,9.457957999999999643e+00,3.011608999999999980e+01,4.605673999999999602e+00,2.808818000000000126e+01,1.721984000000000137e+01,4.683532000000000295e+01,9.840825999999999851e+01,6.579653999999999314e+01,4.034759999999999991e+01,2.312777000000000172e+01,1.039357000000000042e+01,3.504814999999999792e+00
6.864592000000000027e+00,3.614665999999999713e+01,3.247482999999999720e+01,9.952446000000000126e+00,3.512729999999999819e+01,5.529422999999999888e+01,7.205605000000000260e+00,2.183952999999999989e+01,1.298625000000000007e+01,6.860242000000000395e+00,3.672628000000000270e+01,1.129692000000000007e+01,9.103092999999999435e+00,3.100035000000000096e+01,4.595219000000000165e+00,2.923470999999999975e+01,1.703791000000000011e+01,4.627463000000000193e+01,9.842042999999999608e+01,6.586527999999999849e+01,4.033585999999999672e+01,2.314868999999999843e+01,1.039334999999999987e+01,3.503744999999999887e+00
6.918154000000000359e+00,3.624873000000000189e+01,3.213208999999999804e+01,1.019139000000000017e+01,3.473734000000000322e+01,5.548530000000000229e+01,7.453910999999999731e+00,2.138260000000000005e+01,1.291085999999999956e+01,6.807601000000000013e+00,3.797955999999999932e+01,1.165793000000000035e+01,8.768876000000000559e+00,3.183927999999999869e+01,4.610629999999999562e+00,3.033123000000000147e+01,1.682741000000000042e+01,4.566058000000000305e+01,9.830317999999999756e+01,6.577557000000000187e+01,4.028600000000000136e+01,2.311643000000000114e+01,1.038031999999999933e+01,3.496678000000000175e+00
6.976555000000000284e+00,3.632574000000000325e+01,3.177696999999999861e+01,1.046707999999999927e+01,3.436079000000000150e+01,5.574065000000000225e+01,7.719894000000000034e+00,2.093780999999999892e+01,1.283669000000000082e+01,6.753370000000000317e+00,3.928182000000000329e+01,1.205096999999999952e+01,8.452265999999999835e+00,3.264909999999999712e+01,4.587499000000000215e+00,3.153566999999999965e+01,1.660706000000000060e+01,4.504240999999999673e+01,9.825574000000000296e+01,6.574223999999999535e+01,4.024235999999999791e+01,2.308223999999999876e+01,1.036255000000000059e+01,3.491518000000000121e+00
7.056542000000000314e+00,3.640793000000000035e+01,3.144239999999999924e+01,1.079958000000000062e+01,3.401697000000000060e+01,5.611162999999999812e+01,8.039407999999999888e+00,2.052035000000000053e+01,1.277276999999999951e+01,6.705885999999999569e+00,4.069203000000000259e+01,1.250829000000000057e+01,8.149112000000000577e+00,3.349528999999999712e+01,4.593994999999999607e+00,3.282844999999999658e+01,1.641721000000000075e+01,4.445049000000000206e+01,9.828716000000000008e+01,6.571656000000000120e+01,4.026315999999999917e+01,2.309491999999999834e+01,1.036341999999999963e+01,3.489327999999999985e+00
7.139433999999999614e+00,3.647028000000000247e+01,3.109634000000000142e+01,1.115898999999999930e+01,3.367260999999999882e+01,5.652725999999999829e+01,8.363626000000000005e+00,2.011413999999999902e+01,1.267481000000000080e+01,6.662910000000000110e+00,4.208348999999999762e+01,1.306574999999999953e+01,7.880162000000000333e+00,3.432294999999999874e+01,4.594888000000000083e+00,3.424430000000000263e+01,1.620016999999999996e+01,4.383227999999999724e+01,9.829482000000000141e+01,6.572330999999999790e+01,4.026727999999999952e+01,2.309655000000000058e+01,1.036422999999999917e+01,3.487185000000000201e+00
7.225652000000000186e+00,3.650113999999999947e+01,3.075288000000000110e+01,1.156531999999999982e+01,3.331072999999999951e+01,5.688107000000000113e+01,8.781363999999999947e+00,1.969340000000000046e+01,1.259379999999999988e+01,6.616794999999999760e+00,4.347963000000000022e+01,1.367393999999999998e+01,7.602320999999999884e+00,3.503461999999999676e+01,4.592181000000000068e+00,3.565928000000000253e+01,1.595599999999999952e+01,4.315579000000000320e+01,9.824123000000000161e+01,6.568152999999999508e+01,4.022932000000000130e+01,2.307667000000000002e+01,1.035649000000000086e+01,3.482251000000000207e+00
7.309758000000000422e+00,3.650959999999999894e+01,3.040718000000000032e+01,1.200381999999999927e+01,3.299139000000000266e+01,5.731714000000000198e+01,9.198565000000000325e+00,1.930586999999999875e+01,1.253411000000000008e+01,6.581717000000000262e+00,4.486173999999999751e+01,1.432732000000000028e+01,7.358130000000000059e+00,3.569366999999999734e+01,4.597560999999999787e+00,3.709400000000000119e+01,1.572437000000000040e+01,4.253987999999999658e+01,9.829730000000000700e+01,6.571519000000000688e+01,4.023507000000000033e+01,2.309069999999999823e+01,1.035654000000000075e+01,3.480821999999999861e+00
7.397077000000000346e+00,3.647599000000000302e+01,3.006555000000000177e+01,1.246213000000000015e+01,3.263063999999999965e+01,5.773248000000000246e+01,9.629861000000000004e+00,1.892774000000000001e+01,1.246377000000000024e+01,6.544603000000000392e+00,4.619120999999999810e+01,1.503800000000000026e+01,7.131035999999999930e+00,3.626445999999999970e+01,4.587978999999999807e+00,3.857493999999999801e+01,1.548095999999999961e+01,4.187971999999999895e+01,9.829210999999999387e+01,6.568433000000000277e+01,4.020904999999999774e+01,2.307536999999999949e+01,1.035322999999999993e+01,3.478279000000000121e+00
7.476126999999999967e+00,3.643173000000000172e+01,2.969727999999999923e+01,1.293848000000000020e+01,3.229115000000000180e+01,5.810965000000000202e+01,1.007276000000000060e+01,1.855561000000000149e+01,1.238566999999999929e+01,6.496525000000000105e+00,4.748602999999999952e+01,1.579283999999999999e+01,6.921040999999999777e+00,3.674613999999999692e+01,4.588070000000000093e+00,4.001688999999999652e+01,1.523905000000000065e+01,4.120696000000000225e+01,9.822269000000000005e+01,6.567364000000000601e+01,4.019682999999999851e+01,2.305313999999999908e+01,1.034234000000000009e+01,3.473917999999999839e+00
7.559466999999999715e+00,3.637921999999999656e+01,2.936413999999999902e+01,1.342806000000000033e+01,3.195299999999999940e+01,5.848122000000000043e+01,1.057873000000000019e+01,1.820578000000000074e+01,1.232280000000000086e+01,6.473768999999999885e+00,4.875310999999999950e+01,1.661319999999999908e+01,6.728741999999999557e+00,3.717987000000000108e+01,4.576181000000000054e+00,4.152524999999999977e+01,1.501837000000000089e+01,4.057520000000000238e+01,9.827970000000000539e+01,6.563792999999999722e+01,4.018652000000000157e+01,2.305011000000000010e+01,1.034460999999999942e+01,3.469141000000000030e+00
7.636116999999999599e+00,3.632330999999999932e+01,2.903906999999999883e+01,1.394616000000000078e+01,3.161008999999999958e+01,5.882504000000000133e+01,1.104707999999999934e+01,1.787415999999999983e+01,1.223343000000000025e+01,6.425619000000000192e+00,4.994592000000000098e+01,1.750649999999999906e+01,6.552302000000000071e+00,3.753316000000000230e+01,4.578401999999999639e+00,4.303963999999999857e+01,1.474296000000000006e+01,3.992260000000000275e+01,9.830016000000000531e+01,6.569526999999999362e+01,4.019304000000000343e+01,2.305418999999999841e+01,1.034106000000000058e+01,3.469316000000000066e+00
7.711691000000000074e+00,3.627841999999999700e+01,2.871605999999999881e+01,1.448282000000000025e+01,3.128497000000000128e+01,5.917081000000000301e+01,1.155109999999999992e+01,1.754477999999999938e+01,1.216702000000000083e+01,6.399650000000000283e+00,5.111379000000000161e+01,1.840738999999999947e+01,6.390666999999999653e+00,3.780731999999999715e+01,4.594470000000000276e+00,4.462865000000000038e+01,1.447575999999999929e+01,3.927333999999999747e+01,9.832674000000000092e+01,6.572140000000000271e+01,4.018887999999999749e+01,2.305921000000000021e+01,1.033497000000000021e+01,3.467766999999999822e+00
